placename,oc_lat,oc_lng,oc_formatted
Vallensved Kirke,55.265388,11.6524503,"Vallensved Kirke, Vallensved Bygade, Vallensved, Denmark"
Hvilsom Kirke,56.6571376,9.6115985,"Hvilsom Kirke, Kirkedalsvej, Hvilsom, Denmark"
Isenvad Kirke,56.0967131,9.2050711,"Isenvad Kirke, Hanningvej, Isenvad, Denmark"
Karup Kirke,56.3058796,9.1615945,"Karup Kirke, Kirkebakken, 7470 Karup, Denmark"
Kastbjerg Kirke,56.6425907,10.1572708,"Kastbjerg Kirke, Ved Kirken, Randers Municipality, Denmark"
Kasted Kirke,56.209058,10.1311047,"Kasted Kirke, Kasted Byvej, 8381 Tilst, Denmark"
Lerbjerg Kirke,56.3477957,9.9885065,"Lerbjerg Kirke, Hadstenvej, Lerbjerg, Denmark"
Løsning Kirke,55.8045555,9.6944234,"Løsning Kirke, Klydevej, 8723 Løsning, Denmark"
Malling Kirke,56.0396529,10.1945204,"Malling Kirke, Malling Kirkevej, 8340 Malling, Denmark"
Mosevrå Kirke,55.6085242,8.2088439,"Mosevrå Kirke, Vejers Havvej, 6853 Vejers, Denmark"
Nordrupvester Kirke,NA,NA,NA
Nors Kirke,57.0244434,8.6660463,"Nors Kirke, Holmevej, Nors, Denmark"
Sejerslev Kirke,56.9238668,8.86811,"Sejerslev Kirke, Sejersvej, Sejerslev, Denmark"
Solrød Kirke,55.5362983,12.1811839,"Solrød Kirke, Solrød Byvej, 2680 Solrød, Denmark"
Søllested Kirke,54.8178933,11.2704579,"Søllested Kirke, Kirkevej, 4920 Søllested, Denmark"
Torrild Kirke,55.9802556,10.0503673,"Torrild Kirke, Bygaden, Torrild, Denmark"
Torslunde Kirke,55.6262636,12.2457577,"Torslunde Kirke, Torslundevej, 2630 Taastrup, Denmark"
Tøndering Kirke,56.7392131,8.9848685,"Tøndering Kirke, Tøndering Kirkevej, 7870 Roslev, Denmark"
Tånum Kirke,56.460747,9.9208277,"Tånum Kirke, Gamle Viborgvej, Tånum, Denmark"
Uggeløse Kirke,55.8391212,12.2616651,"Uggeløse Kirke, Runebakken, 3540 Lynge, Denmark"
"Viborg, Vestervang Kirke",56.4617858,9.3930279,"Vestervang Kirke, Rughavevej, 8800 Viborg, Denmark"
Viby Kirke,56.1281836,10.1657567,"Viby Kirke, Bjørnbaksvej, 8260 Viby, Denmark"
Åsted Kirke,57.4388221,10.4059774,"Åsted Kirke, Lendumvej, Ravnshøj, Denmark"
Højen Kirke,55.663689,9.4907498,"Højen Kirke, Højen Kirkevej, Ny Højen, Denmark"
Ilskov Kirke,56.2329699,9.1128904,"Ilskov Kirke, Hestlundvej, Ilskov, Denmark"
Nylars Kirke,NA,NA,NA
Ravnebjerg Kirke,55.377848,10.2652326,"Ravnebjerg Kirke, Ravnebjerggyden, 5491 Blommenslyst, Denmark"
Selde Kirke,56.779918,9.0475451,"Selde Kirke, Skolebakken, 7884 Fur, Denmark"
Skovlunde Kirke,55.7222591,12.406796,"Skovlunde Kirke, Lundebjerggårdsvej, 2740 Skovlunde, Denmark"
Sludstrup Kirke,55.3547433,11.3750249,"Sludstrup Kirke, Sludstrupvej, Slagelse Municipality, Denmark"
Stadil Kirke,56.1884179,8.2170483,"Stadil Kirke, Stadilvej, Ringkøbing-Skjern Municipality, Denmark"
Svanninge Kirke,55.1270511,10.2301348,"Svanninge Kirke, Brahesvej, 5600 Faaborg, Denmark"
Svinninge Kirke,55.7206909,11.4603027,"Svinninge Kirke, Kirkevej, 4520 Svinninge, Denmark"
Ting-Jellinge Kirke,55.2996064,11.4643123,"Ting Jellinge Kirke, Skælskørvej, 4261 Dalmose, Denmark"
Tranbjerg Kirke,56.0919102,10.1349658,"Tranbjerg Kirke, Kirketorvet, 8310 Tranbjerg, Denmark"
Ubjerg Kirke,54.9123927,8.8548273,"Ubjerg Kirke, Søndersøvej, 6270 Tønder, Denmark"
Udby Kirke,56.5734312,10.2986238,"Udby Kirke, Rougsøvej, Norddjurs Municipality, Denmark"
Ugilt Kirke,57.4238163,10.1383095,"Ugilt Kirke, Ugiltvej, 9830 Tårs, Denmark"
Vebbestrup Kirke,56.7243297,9.8208697,"Vebbestrup Kirke, Sønder Truevej, Vebbestrup, Denmark"
Verninge Kirke,55.2943486,10.2168789,"Verninge Kirke, Odensevej, 5690 Tommerup, Denmark"
"Aarhus, Åby Kirke",56.1456405,10.1624339,"Gammel Åby Kirke, Åbyvej, 8230 Åbyhøj, Denmark"
Åstrup Kirke,54.8479084,12.0842448,"Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark"
Kornerup Kirke,55.633076,11.9828012,"Kornerup Kirke, Ravnshøjvej, Gevninge, Denmark"
Kvanløse Kirke,55.6522407,11.6689986,"Kvanløse Kirke, Ringstedvej, Kvanløse, Denmark"
"København, Hyltebjerg Kirke",55.6835509,12.4830033,"Hyltebjerg Kirke, Guldagervej, 2720 Vanløse, Denmark"
Lihme kirke,56.596874,8.7324037,"Lihme Kirke, Øster Hærup Strandvej, Lihme, Denmark"
Lime Kirke,56.3878517,10.2474677,"Lime Kirke, Hovedgaden, Lime, Denmark"
Mjolden Kirke,55.1121808,8.7511262,"Mjolden Kirke, Præstegårdsvej, Tønder Municipality, Denmark"
Mollerup Kirke,56.7885198,8.7113917,"Mollerup Kirke, Kirkestien, 7980 Vils, Denmark"
Måbjerg Kirke,56.3856592,8.610907,"Måbjerg Kirke, Måbjerg Kirkevej, 7500 Holstebro, Denmark"
No Kirke,56.113945,8.3158339,"No Kirke, Lybækvej, No, Denmark"
Nøbbet Kirke,54.9285515,11.2721059,"Nøbbet Kirke, Pindshulevej, 4943 Torrig, Denmark"
Ramme Kirke,56.4855377,8.2098365,"Ramme Kirke, Solhøjvej, 7650 Bøvlingbjerg, Denmark"
Skalborg Kirke,57.0142771,9.8866793,"Skalborg Kirke, Digtervejen, 9200 Aalborg SV, Denmark"
Skelby Kirke,54.6337293,11.903306,"Skelby Kirke, Gammel Landevej, Skelby, Denmark"
Frydendal Kirke,55.6395729,11.5209291,"Frydendal Kirke, Ringstedvej, 4440 Mørkøv, Denmark"
Sønder Rind Kirke,56.3941269,9.4634441,"Sønder Rind Kirke, Klovenhøjvej, Sønder Rind, Denmark"
Vennebjerg Kirke,57.4578993,9.8309401,"Vennebjerg Kirke, Klangshøjvej, Hjørring Municipality, Denmark"
Venslev Kirke,55.2548994,11.4542247,"Toftegård, Venslev Kirke, Aadalsvej, 4261 Dalmose, Denmark"
Videbæk Kirke,56.0923322,8.6263577,"Videbæk Kirke, Gammel Kongevej, 6920 Videbæk, Denmark"
Vigersted Kirke,55.4821584,11.8855961,"Vigersted Kirke, Vigersted Bygade, 4174 Jystrup, Denmark"
Vrangstrup Kirke,55.4011153,11.7221346,"Vrangstrup Kirke, Vrangstrupvej, 4171 Glumsø, Denmark"
Ørre Kirke,56.2349607,8.873281,"Ørre Kirke, Ørre Byvej, Herning Municipality, Denmark"
Østrup Kirke,55.4947473,10.4204162,"Østrup Kirke, Klintebjergvej, 5450 Otterup, Denmark"
"Aarhus, Langenæs Kirke",56.1409422,10.178398,"Langenæs Kirke, Langenæs Allé, 8230 Åbyhøj, Denmark"
"Korsør, Halsskov Kirke",55.3413107,11.1280678,"Halskov Kirke, Birkemosevej, 4220 Korsør, Denmark"
"København, Allehelgens Kirke",55.6623668,12.6154008,"Allehelgens Kirke, Lergravsvej, 1441 København K, Denmark"
"København, Dragør Kirke",NA,NA,NA
"København, De Gamles Bys Kirke",55.694891,12.5581171,"De Gamles Bys Kirke, Edith Rodes Vej, 2200 København N, Denmark"
"Holte, Gammel Holte Kirke",55.835746,12.5285472,"Gammel Holte Kirke, Kohavevej, 2850 Nærum, Denmark"
"Rødovre, Grøndalslund Kirke",55.6890592,12.4509116,"Grøndalslund Kirke, Tårnvej, 2610 Rødovre, Denmark"
Mørkhøj Kirke,55.7242379,12.4713088,"Mørkhøj Kirke, Mørkhøjvej, 2860 Søborg, Denmark"
Løgsted Kirke,56.9466708,9.260738,"Løgsted Kirke, Mjallerupvej, 9670 Løgstør, Denmark"
Løgumkloster Kirke,55.0569946,8.9504227,"Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark"
"Espergærde, Mørdrup Kirke",55.9960686,12.5440982,"Mørdrup Kirke, Nørremarken, 3060 Espergærde, Denmark"
Ringe Kirke,55.2382157,10.4777269,"Ringe Kirke, Kærlighedsstien, 5750 Ringe, Denmark"
Struer Kirke,56.4894801,8.593907,"Struer Kirke, Kirkevænget, 7600 Struer, Denmark"
Sørup Kirke,56.8897117,9.7831855,"Sørup Kirke, Nibevej, 9530 Støvring, Denmark"
Tønder Kirke,55.0569946,8.9504227,"Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark"
Gistrup Kirke,56.9933147,9.9867802,"Gistrup Kirke, Gistrup, North Denmark Region, Denmark"
Sønder Årslev Kirke,56.1522295,10.0704627,"Årslev Kirke, Silkeborgvej, 8220 Brabrand, Denmark"
Øksendrup Kirke,55.2192024,10.7341967,"Øksendrup Kirke, Øksendrupvej, 5871 Frørup, Denmark"
Stadager Kirke,54.8608183,11.8082999,"Stadager Kirke, Vennerslundsvej, Guldborgsund Municipality, Denmark"
Simested Kirke,56.6966836,9.5534372,"Simested Kirke, Boldrupvej, Simested, Denmark"
Nyrup Baptistkirke,55.5423452,11.6483663,"Stenbækhus, Nyrup Baptistkirke, Nyrupvej, 4296 Nyrup, Denmark"
Kastbjerg Kirke,56.6425907,10.1572708,"Kastbjerg Kirke, Ved Kirken, Randers Municipality, Denmark"
Vindblæs Kirke,56.9286303,9.3166204,"Vindblæs Kirke, Højgårdsvej, 9670 Løgstør, Denmark"
Sandby Kirke,54.8737226,11.091535,"Sandby Church, Tårsvej, 4912 Harpelunde, Denmark"
Sønder Bjerge Kirke,55.2659041,11.4122436,"Sønder Bjerge Kirke, Sønder Bjergevej, 4261 Dalmose, Denmark"
Snøde Kirke,55.0809095,10.905389,"Snøde Kirke, Lille Snødevej, 5953 Tranekær, Denmark"
Søstrup Kirke,55.6809643,11.6509273,"Søstrup Kirke, Sasserupvej, 4420 Regstrup, Denmark"
Købelev Kirke,54.8989821,11.1237743,"Købelev Kirke, Præstegårdsvej, 4912 Harpelunde, Denmark"
Kappel Kirke,54.7735877,11.032839,"Kappel Kirke, Vesternæsvej, Lolland Municipality, Denmark"
Hvilsted Kirke,56.0072445,10.0559546,"Hvilsted Kirke, Nordvejen, 8355 Solbjerg, Denmark"
Hvorslev Kirke,56.3671564,9.7697634,"Hvorslev Kirke, Kragelundvej, 8860 Ulstrup, Denmark"
Højbjerg Kirke,56.3403974,9.543002,"Højbjerg Kirke, Højbjerg Møllevej, 8840 Rødkærsbro, Denmark"
Højrup Kirke,55.2308091,8.9906192,"Højrup Kirke, Buen, Haderslev Municipality, Denmark"
"Ibsker, Sct. Ibs Kirke",NA,NA,NA
Iglsø Kirke,56.478217,9.0686343,"Iglsø Kirke, Iglsøvej, Kjeldbjerg, Denmark"
Ilderhede Kirke,55.8938091,8.8361523,"Ilderhede Kirke, Ilderhede Kirkevej, 7270 Stakroge, Denmark"
Ishøj Kirke,55.625838,12.2994419,"Ishøj Kirke, Ishøj Bygade, 2630 Taastrup, Denmark"
Janderup Kirke,55.6157639,8.3744209,"Janderup Kirke, Præstegårdvej, 6851 Janderup, Denmark"
Tved Kirke,56.1995968,10.4441046,"Tved Kirke, Tved Kirkebakke, 8420 Knebel, Denmark"
Junget Kirke,56.7635618,9.0973959,"Junget Kirke, Fjordvej, Skive Municipality, Denmark"
Skarresø Kirke,56.35938,10.5257337,"Skarresø Kirke, Ballevej, 8550 Ryomgård, Denmark"
"Svendborg, Sct. Johannes Kirke",NA,NA,NA
"Kolding, Sct. Michaels Kirke",55.486175,9.4663472,"Sankt Michaels Kirke, Sanct Michaels Gade, 6000 Kolding, Denmark"
Nødebo Kirke,55.9761766,12.3460616,"Nødebo Church, Kirkevej, Nødebo, Denmark"
Sevel Kirke,56.4574431,8.8720489,"Sevel Kirke, Klostervej, Sevel, Denmark"
"Randers, Jesu Hjerte Kirke",56.463235,10.0396592,"Jesu Hjerte Kirke, Thorsgade, 8900 Randers C, Denmark"
Svenstrup Kirke,55.0266089,9.8232004,"Svenstrup Kirke, Kalvehavevej, 6430 Nordborg, Denmark"
Lintrup Kirke,55.4093591,8.9746509,"Lintrup Kirke, Kirkepladsen, 6660 Lintrup, Denmark"
Sejlstrup Kirke,57.4079161,9.8705883,"Sejlstrup Kirke, Vejbyvej, Hjørring Municipality, Denmark"
"Holbæk, Sct. Elisabeths Kirke",NA,NA,NA
Skader Kirke,56.3549061,10.210133,"Skader Kirke, Hulvejen, Syddjurs Municipality, Denmark"
Stenderup Kirke,55.6949719,8.8409957,"Stenderup Kirke, Østergaardsvej, Stenderup, Denmark"
Birkelse Baptistkirke,NA,NA,NA
"Varde, Vor Frelsers Kirke",NA,NA,NA
"Svendborg, Sct. Knuds Kirke",NA,NA,NA
Ørbæk Kirke,55.2537151,10.6706628,"Ørbæk Kirke, Hovedgaden, 5853 Ørbæk, Denmark"
Kirke Hvalsø Kirke,55.5923669,11.8637766,"Hvalsø Kirke, Hovedgaden, 4330 Hvalsø, Denmark"
Uth Kirke,55.8192795,9.8715342,"Uth Kirke, Uthvej, 8783 Hornsyld, Denmark"
Undløse Kirke,55.6059298,11.5822428,"Undløse Kirke, Hovedgaden, Undløse, Denmark"
"København, Sct. Augustins Kirke",NA,NA,NA
Åstrup Kirke,54.8479084,12.0842448,"Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark"
Sønder Kirkeby Kirke,54.7703662,11.9774698,"Sønder Kirkeby Kirke, Grønsundsvej, 4872 Idestrup, Denmark"
Snostrup Kirke,55.8051226,12.1274231,"Storstengård, Snostrup Kirke, Snostrupvej, 3650 Ølstykke, Denmark"
Tvede Kirke,56.546611,10.1697109,"Tvede Kirke, Udbyhøjvej, 8983 Gjerlev, Denmark"
Uldum Kirke,55.8469337,9.5930188,"Uldum Kirke, Poul M. Møllers Plads, 7171 Uldum, Denmark"
Thorsager Kirke,56.3423059,10.4607671,"Thorsager Kirke, Kirkevej, 8410 Rønde, Denmark"
Horreby Kirke,54.8050925,11.9935944,"Horreby Kirke, Ellehavegårdsvej, Horreby, Denmark"
"København, Vor Frue Kirke",55.6793766,12.5727267,"Church of Our Lady, Dyrkøb, 1166 Copenhagen, Denmark"
Resen Kirke,56.5894276,9.034557,"Resen Kirke, Kirkevej, 7800 Skive, Denmark"
Højby Kirke,55.9126964,11.5996896,"Højby Kirke, Bag Kirken, 4572 Nørre, Denmark"
Hyllested Kirke,56.2814448,10.7667621,"Hyllested Kirke, Hyllested Bygade, 8444 Balle, Denmark"
"Rødovre, Ungdomsbyens Kirke",NA,NA,NA
Holstebro Kirke,56.3592901,8.6163081,"Holstebro Kirke, Kirkepladsen, 7500 Holstebro, Denmark"
Kirke Skensved Kirke,55.5266395,12.1155145,"Kirke Skensved Kirke, Naurbjergvej, 4622 Havdrup, Denmark"
Kisserup Kirke,55.5994787,11.9002141,"Kisserup Kirke, Aggerupvej, 4330 Hvalsø, Denmark"
Klim Valgmenighedskirke,57.0896845,9.1688762,"Klim Valgmenighedskirke, Oddevej, Klim, Denmark"
Klinte Kirke,55.5826677,10.259478,"Klinte Kirke, Klintevej, Nørreby, Denmark"
Koed Kirke,56.3754613,10.5670286,"Koed Kirke, Tornhøjvej, 8560 Kolind, Denmark"
Kolby Kirke,55.8003717,10.5568791,"Kolby Kirke, Kolby Hovedgade, Kolby, Denmark"
Kollerup Kirke,57.0974795,9.2949533,"Kollerup Kirke, Svinkløvvej, 9690 Fjerritslev, Denmark"
Krejbjerg Kirke,56.6559886,8.8602521,"Krejbjerg Kirke, Ginnerupvej, Skive Municipality, Denmark"
Kristianshede Kirke,NA,NA,NA
Krogstrup Kirke,55.7834576,11.9656483,"Krogstrup Kirke, Kirkealle, 4050 Skibby, Denmark"
Kværs Kirke,54.9305663,9.4957014,"Kværs Kirke, Kirketoft, Kværs, Denmark"
Kyndby Kirke,55.7943961,11.9151413,"Kyndby Kirke, Hyggevej, Kyndby, Denmark"
Karlby Kirke,56.3484526,10.2892816,"Karlby Kirke, Slotsvej, 8543 Hornslet, Denmark"
Karstoft Kirke,55.9341177,8.9393384,"Karstoft Kirke, Højgaardsvej, Karstoft, Denmark"
Kongens Tisted Kirke,56.7501869,9.5903008,"Kongens Tisted Kirke, Esgevej, Rebild Municipality, Denmark"
Jægersborg Kirke,55.7602705,12.5432414,"Jægersborg Kirke, Søndersøvej, 2820 Gentofte, Denmark"
Falslev Kirke,56.6733561,10.0943472,"Falslev Kirke, Ådalsvej, Mariagerfjord Municipality, Denmark"
Frederiks Kirke,55.6849742,12.5895519,"Marble Church, Frederiksgade, 1265 København K, Denmark"
"København, Frederiks Kirke",55.6849742,12.5895519,"Marble Church, Frederiksgade, 1265 København K, Denmark"
Tømmerup Kirke,55.3213628,10.2132326,"Tommerup Kirke, Møllebakken, 5690 Tommerup, Denmark"
Kærby Kirke,56.5987906,10.0631024,"Kærby Kirke, Kirkegade, Randers Municipality, Denmark"
"København, Emmaus Kirke",NA,NA,NA
"København, Fredens Kirke",55.6943122,12.5716937,"Fredens Kirke, Ryesgade, 1352 København K, Denmark"
Eltang Kirke,55.54096,9.5180726,"Eltang Kirke, Eltangvej, 6051 Almind, Denmark"
Ydby Kirke,56.7084872,8.4110842,"Ydby Kirke, Ydbyvej, 7760 Hurup, Denmark"
Ulbølle Kirke,55.073502,10.4237949,"Ulbølle Kirke, Bystævnevej, 5762 Vester, Denmark"
Sønder Bjert Kirke,55.4544118,9.5612323,"Vesterbygård, Sønder Bjert Kirke, Bjert Kirkevej, 6091 Bjert, Denmark"
Køng Kirke,55.1074003,11.8355548,"Køng Kirke, Køng Kirkevej, 4750 Lundby, Denmark"
Landet Kirke,54.9974473,10.5997058,"Landet Kirke, Elvira Madigans Vej, Landet, Denmark"
Langø Kirke,54.8122902,11.0158327,"Langø Kirke, Vester Oddevej, Langø, Denmark"
Lee Kirke,56.4246964,9.6737966,"Lee Kirke, Lee Byvej, 8850 Bjerringbro, Denmark"
Lem Kirke,56.589243,8.7808865,"Lem Kirke, Hostrupvej, 7860 Spøttrup, Denmark"
Lild Strandkirke,NA,NA,NA
Lindeballe Kirke,55.7700711,9.241402,"Lindeballe Kirke, Åstvej, 7184 Vandel, Denmark"
Lindholm Kirke,57.0706944,9.896159,"Lindholm Kirke, Thistedvej, 9400 Nørresundby, Denmark"
Louns Kirke,NA,NA,NA
Lumsås Kirke,55.9413268,11.5173901,"Lumsås Kirke, Oddenvej, Odsherred Municipality, Denmark"
Lunde Kirke,55.7615553,8.3684011,"Lunde Kirke, Gammel Lundevej, 6855 Outrup, Denmark"
Lyby Kirke,56.6456838,9.0080871,"Østergård, Lyby Kirke, Lybyvej, Jebjerg, Denmark"
Lysgård Kirke,56.3502382,9.340099,"Lysgård Kirke, Sjørupvej, Viborg Municipality, Denmark"
Lild kirke,57.1059245,9.0009977,"Lild Kirke, Kærupvej, 7741 Frøstrup, Denmark"
Mellerup Kirke,56.5213851,10.2046892,"Mellerup Kirke, Amtsvejen, Mellerup, Denmark"
Mygind Kirke,56.3855495,10.2207524,"Mygind Kirke, Smedebakken, Syddjurs Municipality, Denmark"
Østbirk Kirke,55.9667372,9.7518477,"Østbirk Kirke, Peder Skramsgade, 8752 Østbirk, Denmark"
Fårup Kirke,56.5425134,9.8583245,"Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark"
Nees Kirke,56.3989834,8.2234802,"Nees Kirke, Nøragervej, 7650 Bøvlingbjerg, Denmark"
Nordrupøster Kirke,NA,NA,NA
Næsbjerg Kirke,55.6237182,8.6021618,"Næsbjerg Kirke, Kirkediget, Næsbjerg, Denmark"
Næsborg Kirke,56.9788565,9.3411018,"Næsborg Kirke, Haugårdsvej, Vesthimmerland Municipality, Denmark"
Næsby Kirke,55.4184232,10.3532188,"Næsby Kirke, Lundsvænget, 5270 Odense N, Denmark"
Nørre Felding Kirke,56.3171265,8.6219783,"Nørre Felding Kirke, Munkbrovej, 7500 Holstebro, Denmark"
Nørre Løgum Kirke,55.0763058,8.9313236,"Nørre Løgum Kirke, Nørregade, Løgumgårde, Denmark"
Nørre Onsild Kirke,56.6092089,9.7652995,"Nørre Onsild Kirke, Nørre Onsildvej, 9500 Hobro, Denmark"
Nørre Ørslev Kirke,54.789693,11.9633431,"Nørre Ørslev Kirke, Horsefaldet, Guldborgsund Municipality, Denmark"
Odby Kirke,56.6058721,8.5325631,"Odby Kirke, Gammel Landevej, 7790 Thyholm, Denmark"
Oddense Kirke,56.6497725,8.9338268,"Oddense Kirke, Næstildvej, Oddense, Denmark"
Onsbjerg Kirke,55.8499222,10.5678832,"Onsbjerg Kirke, Kirkevej, 8305 Samsø, Denmark"
Otterup Kirke,55.5189198,10.4009993,"Otterup Kirke, Bakkevej, 5450 Otterup, Denmark"
Ottestrup Kirke,55.4234217,11.4250545,"Ottestrup Kirke, Ottestrupvej, Slagelse Municipality, Denmark"
Outrup Kirke,55.7228823,8.3424107,"Outrup Kirke, Birkegade, 6855 Outrup, Denmark"
Over Feldborg Kirke,NA,NA,NA
Overlade Kirke,56.8573949,9.2661396,"Overlade Kirke, Præstebakken, Overlade, Denmark"
Pjedsted Kirke,55.6076955,9.6443248,"Pjedsted Kirke, Pjedsted Kirkevej, 7080 Børkop, Denmark"
"Povlsker, Sct. Povls Kirke",NA,NA,NA
Rakkeby Kirke,56.765406,8.6258879,"Rakkeby Kirke, Blåborgvej, 7970 Redsted, Denmark"
Ramsing Kirke,56.5981285,8.8406218,"Ramsing Kirke, Kirke Alle, 7860 Spøttrup, Denmark"
Refsvindinge Kirke,55.2831623,10.672269,"Refsvindinge Kirke, Longvej, 5853 Ørbæk, Denmark"
Rimsø Kirke,56.4784128,10.7947126,"Rimsø Kirke, Toresvej, Norddjurs Municipality, Denmark"
Ringsebølle kirke,54.6966713,11.4242461,"Ringsebølle Kirke, Ringsebølle Kirkevej, Lolland Municipality, Denmark"
Rislev Kirke,55.2799016,11.7388321,"Rislev Kirke, Rislevvej, 4160 Herlufmagle, Denmark"
Rolfsted Kirke,55.3201359,10.5671264,"Rolsted Kirke, Ørbækvej, 5863 Ferritslev, Denmark"
Romlund Kirke,56.4819337,9.3011008,"Romlund Kirke, Romlundvej, 8831 Løgstrup, Denmark"
Roslev Kirke,56.7007207,8.9843626,"Roslev Kirke, Kirkebakken, 7870 Roslev, Denmark"
Rostrup Kirke,56.7333145,9.9309578,"Rostrup Kirke, Kridtvejen, Rostrup, Denmark"
Roum Kirke,56.6060368,9.5519819,"Roum Kirke, Roumvej, 9632 Møldrup, Denmark"
Rynkeby Kirke,55.4000324,10.6149315,"Rynkeby Kirke, Kirkevej, 5350 Rynkeby, Denmark"
Rø Kirke,55.2105735,14.8962897,"Rø Kirke, Præstegårdsvej, Rø, Denmark"
Rødding Kirke,56.5008664,9.5036204,"Rødding Kirke, Enghavevej, Rødding, Denmark"
Rømø Kirke,55.1129309,8.5426288,"Rømø Church, Havnebyvej, 6792 Rømø, Denmark"
Rønbjerg Kirke,56.535357,8.9143706,"Rønbjerg Kirke, Præstevejen, Rønbjerg, Denmark"
Rørbæk Kirke,56.7056196,9.7110169,"Rørbæk Kirke, Grynderupvejen, 9610 Nørager, Denmark"
Rårup Kirke,55.7735334,9.9282631,"Rårup Kirke, Bakkedalsvej, Rårup, Denmark"
Sandby Kirke,54.8737226,11.091535,"Sandby Church, Tårsvej, 4912 Harpelunde, Denmark"
Sejlflod Kirke,56.9880807,10.0996123,"Sejlflod Kirke, Kirkebakken, Sejlflod, Denmark"
Siem Kirke,56.8214293,10.0084996,"Siem Kirke, Skørpingvej, 9575 Terndrup, Denmark"
Sigersted Kirke,55.4306274,11.731409,"Sigersted Kirke, Englerupvej, Ringsted Municipality, Denmark"
Sabro Kirke,56.2165524,10.0371553,"Sabro Kirke, Ristrupvej, 8471 Sabro, Denmark"
Sinding Kirke,56.2083761,9.4652842,"Sinding Kirke, Sinding Hedevej, Sinding, Denmark"
Sinding Kirke,56.2083761,9.4652842,"Sinding Kirke, Sinding Hedevej, Sinding, Denmark"
Sjørslev Kirke,56.329001,9.4419139,"Sjørslev Kirke, Sjørslevvej, Sjørslev, Denmark"
Skallerup Kirke,57.4791254,9.8520274,"Skallerup Kirke, Nørremøllevej, Hjørring Municipality, Denmark"
Skals Kirke,56.5584631,9.4046329,"Skals Kirke, Skringstrupvej, 8832 Skals, Denmark"
Skamstrup Kirke,55.6207457,11.4886291,"Skamstrup Kirke, Skamstrupvej, 4440 Mørkøv, Denmark"
Skeby Kirke,55.5180156,10.4328088,"Skeby Kirke, Ørritslev Gade, 5450 Otterup, Denmark"
Thorup Kirke,56.9972827,9.2541794,"Aggersborg Kirke, Thorupvej, Aggersund, Denmark"
Skjern Kirke,55.9432001,8.499409,"Skjern Kirke, Ånumvej, 6900 Skjern, Denmark"
Skjørring Kirke,56.1800131,9.8913948,"Skjørring Kirke, Farrevej, 8464 Galten, Denmark"
Skovlænge Kirke,54.8236533,11.2526992,"Skovlænge Kirke, Skovlængevej, 4920 Søllested, Denmark"
Skærlund Kirke,55.901925,9.0546276,"Skærlund Kirke, Kokmosevej, Ikast-Brande Municipality, Denmark"
"Slagelse, Sct. Mikkels Kirke",NA,NA,NA
Snæbum Kirke,56.6451158,9.6466366,"Snæbum Kirke, Ved Søen, Mariagerfjord Municipality, Denmark"
Solbjerg Kirke,55.67996,12.5288495,"Solbjerg Kirke, Howitzvej, 1861 Frederiksberg C, Denmark"
Solbjerg Kirke,55.67996,12.5288495,"Solbjerg Kirke, Howitzvej, 1861 Frederiksberg C, Denmark"
Staby Kirke,56.2616553,8.2366586,"Staby Kirke, Gl Skolevej, 6990 Ulfborg, Denmark"
Stagstrup Kirke,56.873894,8.5885704,"Stagstrup Kirke, Buen, Thisted Municipality, Denmark"
Sønder Stenderup Kirke,55.461772,9.6148587,"Sønder Stenderup Kirke, Præstediget, 6092 Sønder, Denmark"
Stenlille Kirke,55.5355769,11.5910395,"Stenlille Kirke, Enghavevej, 4295 Stenlille, Denmark"
Stenvad Kirke,56.4613942,10.6315831,"Stenvad Kirke, Ulstrupvej, 8586 Ørum, Denmark"
Stige Kirke,55.4375317,10.4169221,"Stige Kirke, Skippervej, 5240 Odense NØ, Denmark"
Stokkemarke Kirke,54.8363173,11.3642063,"Stokkemarke Kirke, Tjennemarkevej, 4952 Stokkemarke, Denmark"
Strandby Kirke,57.4955224,10.494773,"Strandby Kirke, Strandvej, 9970 Strandby, Denmark"
Strø Kirke,55.8944442,12.1507157,"Strø Kirke, Strøvej, 3320 Skævinge, Denmark"
Studsgård Kirke,56.0902057,8.8933449,"Studsgård Kirke, Tanderupkærvej, Studsgård, Denmark"
Svallerup Kirke,55.6062692,11.1787897,"Svallerup Kirke, Svallerup Bygade, 4480 Store, Denmark"
Svaneke Kirke,55.1342672,15.1424223,"Svaneke Church, Kirkepladsen, 3740 Svaneke, Denmark"
Svingelbjerg Kirke,56.7423144,9.354706,"Svingelbjerg Kirke, Klovenhøjvej, Vesthimmerland Municipality, Denmark"
Syv Kirke,55.5744687,12.0293293,"Syv Kirke, Kirkevejen, 4130 Viby, Denmark"
Søborg Kirke,56.0863037,12.317685,"Søborg Kirke, Bygaden, 3250 Gilleleje, Denmark"
Søby Kirke,54.9385696,10.2568185,"Søby Kirke, Langebro, 5985 Søby, Denmark"
Søllinge Kirke,55.2854686,10.5380007,"Søllinge Kirke, Søllingevej, 5856 Ryslinge, Denmark"
Sønder Broby Kirke,55.2312151,10.2609835,"Sønder Broby Kirke, Karlsbjergvej, 5672 Broby, Denmark"
