placename,oc_lat,oc_lng,oc_formatted
Feldballe Kirke,56.2862576,10.5887519,"Feldballe Kirke, Søvej, Feldballe, Denmark"
Fuglsbølle Kirke,54.9014811,10.7613923,"Fuglsbølle Kirke, Herslevvej, 5900 Rudkøbing, Denmark"
Gerrild Kirke,NA,NA,NA
Grene Kirke,55.7325002,9.0770294,"Grene Kirke, Løvlundvej, 7190 Billund, Denmark"
Grønbæk Kirke,56.2754687,9.6182711,"Grønbæk Kirke, Långawten, 8643 Ans, Denmark"
Gudbjerg Kirke,55.1548383,10.6651157,"Gudbjerg Kirke, Søndre Kirkevej, 5892 Gudbjerg, Denmark"
Havnelev Kirke,55.268689,12.3375996,"Havnelev Kirke, Boestoftevej, 4673 Rødvig, Denmark"
Havrebjerg Kirke,55.4491572,11.3145126,"Havrebjerg Kirke, Kirkestien, 4200 Slagelse, Denmark"
"Helsingør, Sct. Olai Kirke",56.0356958,12.6140944,"Sankt Olai Kirke, Sct Olai Kirkeplads, 3000 Helsingør, Denmark"
Herfølge Kirke,55.4173731,12.1485684,"Herfølge Kirke, Kirkepladsen, 4681 Herfølge, Denmark"
"Herning, Fredens Kirke",56.1378421,8.9891684,"Fredens Kirke, Parkvej, 7400 Herning, Denmark"
"Herning, Hedeager Kirke",NA,NA,NA
Herning Kirke,56.1378955,8.9756551000000009,"Herning Kirke, Østre Kirkevej, 7400 Herning, Denmark"
Herning Kirke,56.1378955,8.9756551000000009,"Herning Kirke, Østre Kirkevej, 7400 Herning, Denmark"
"Herning, Sct. Johannes Kirke",NA,NA,NA
Herning Valgmenighedskirke,56.1398518,8.9812865,"Herning Valgmenighedskirke, H.C. Ørsteds Vej, 7400 Herning, Denmark"
Hyllested Kirke,56.2814448,10.7667621,"Hyllested Kirke, Hyllested Bygade, 8444 Balle, Denmark"
Ildved Kirke,55.8121856,9.4699731,"Ildved kirke, Ildved, Region of Southern Denmark, Denmark"
"København, Esajas Kirke",55.6924239,12.5783952,"Esajas Kirke, Upsalagade, 1317 Copenhagen, Denmark"
Ordrup Kirke,55.7595012,12.5755583,"Ordrup Kirke, Kirkevej, 2920 Charlottenlund, Denmark"
"Roskilde, Gammel Vor Frue Kirke",55.61154,12.0968,"Vor Frue, Roskilde Kommune, Denmark"
Svenstrup Kirke,55.0266089,9.8232004,"Svenstrup Kirke, Kalvehavevej, 6430 Nordborg, Denmark"
Svenstrup Kirke,55.0266089,9.8232004,"Svenstrup Kirke, Kalvehavevej, 6430 Nordborg, Denmark"
Søby Kirke,54.9385696,10.2568185,"Søby Kirke, Langebro, 5985 Søby, Denmark"
Toftlund Kirke,55.1825217,9.0670078,"Toftlund Kirke, Herrestedtoft, 6520 Toftlund, Denmark"
Udby Kirke,56.5734312,10.2986238,"Udby Kirke, Rougsøvej, Norddjurs Municipality, Denmark"
Vemmetofte Kirke,NA,NA,NA
Vordingborg Kirke,55.0084313,11.9058538,"Vor Frue Kirke, Kirketorvet, 4760 Vordingborg, Denmark"
Hjulby Kirke,55.3386624,10.7401022,"Hjulby Kirke, Stationsvej, 5800 Nyborg, Denmark"
Gestelev Kirke,55.2394491,10.4298759,"Gestelev Kirke, Skjerbovej, 5750 Ringe, Denmark"
"Christiansfeld, Brødremenighedens Kirke",55.3557334,9.4809289,"Brødremenighedens Kirke, Grev Zinzendorfs Plads, 6070 Christiansfeld, Denmark"
"Fredericia, Reformert Kirke",55.5644213,9.7662378,"Reformerte Kirke, Sjællandsgade, Fredericia, Denmark"
Frederikshavn Metodistkirke,57.4364441,10.50402,"Frederikshavn Metodistkirke, Sønderjyllands Alle, 9900 Frederikshavn, Denmark"
Beldringe Kirke,55.1068883,11.9973399,"Beldringe Kirke, Hastrupvej, Vordingborg Municipality, Denmark"
Gundersted Kirke,56.9034117,9.4807879,"Gundersted Kirke, Høeg Hagens Vej, Vesthimmerland Municipality, Denmark"
Kongens Lyngby Baptistkirke,55.7686848,12.4954138,"Lyngby Baptistkirke, Odinsvej, 2800 Kongens Lyngby, Denmark"
"Kongens Lyngby, Sct. Knud Lavards Kirke",NA,NA,NA
"København, Kong Håkons Kirke",NA,NA,NA
"København, Reformert Kirke",55.6837824,12.5751476,"Den Tyske Reformerte Kirke, Åbenrå, 1124 København K, Denmark"
"København, Sct. Ansgars Kirke",NA,NA,NA
"Nyborg, Stella Maris Kirke",NA,NA,NA
"Odense, Sct. Albani Kirke",NA,NA,NA
"Sønderborg, Sct. Pauls Kirke",NA,NA,NA
Tølløse Baptistkirke,55.6130214,11.7759164,"Tølløse Baptistkirke, Pilevej, 4360 Kirke, Denmark"
"Tåstrup, Sct. Pauls Kirke",NA,NA,NA
Vejlefjord Kirke,NA,NA,NA
Alling Kirke,56.113343,9.7317085,"Alling Kirke, Ringvej, 8680 Ry, Denmark"
Alsted Kirke,55.4045205,11.6651025,"Alsted Kirke, Alstedvej, 4173 Fjenneslev, Denmark"
Barløse Kirke,55.3304461,9.9711233,"Barløse Kirke, Langstedgyden, Assens Municipality, Denmark"
Bejstrup Kirke,57.0311566,9.3298002,"Bejstrup Kirke, Bejstrupvej, Jammerbugt Municipality, Denmark"
Bjerre Kirke,55.7856322,9.855928,"Bjerre Kirke, Holmen, 8783 Hornsyld, Denmark"
Bjerreby Kirke,54.9691742,10.6062616,"Bjerreby Kirke, Bjerrebyvej, Bjerreby, Denmark"
"Vejle, Løget Kirke",55.6757698,9.5333954,"Løget Kirke, Løget Center, 7100 Vejle, Denmark"
Bregninge Kirke,54.7051352,11.6880432,"Bregninge Kirke, Grønnegadevej, 4880 Nysted, Denmark"
Brejning Kirke,56.1124323,8.5003076,"Brejning Kirke, Kærhusvej, 6971 Spjald, Denmark"
Christiansø Kirke,55.321329,15.1870229,"Christiansø Kirke, Hvidevej, Denmark"
Dronninglund Kirke,57.1549384,10.2622952,"Dronninglund Kirke, Slotsvej, 9330 Dronninglund, Denmark"
"Nivå, Egedal Kirke",NA,NA,NA
Egvad Kirke,55.0765471,9.2529256,"Egvad Kirke, Øbening Kirkevej, Aabenraa Municipality, Denmark"
Engbjerg Kirke,56.5840036,8.1799776,"Engbjerg Kirke, Engbjerg Gårde, Engbjergvej, 7673 Harboøre, Denmark"
Enslev Kirke,56.4173634,10.8134856,"Enslev Kirke, Kirkevej, Norddjurs Municipality, Denmark"
Fabjerg Kirke,56.5052945,8.3766645,"Fabjerg Kirke, Fabjergkirkevej, Lemvig Municipality, Denmark"
"Fredericia, Trinitatis Kirke",55.5667507,9.7647466,"Trinity Church, Danmarksgade, Fredericia, Denmark"
"Frederikshavn, Fladstrand Kirke",57.4505267,10.5344675,"Fladstrand Kirke, Kirkegårds Alle, 9900 Frederikshavn, Denmark"
Gilleleje Kirke,56.1231925,12.3103083,"Gilleleje Kirke, Kirkestrædet, 3250 Gilleleje, Denmark"
Gjerlev Kirke,56.5866372,10.1288157,"Gjerlev Kirke, Vestergade, 8983 Gjerlev, Denmark"
Herlufsholm Kirke,55.2460393,11.748899,"Herlufsholm Kirke, Herlufsholm Alle, 4700 Næstved, Denmark"
Gundsømagle Kirke,55.7353033,12.1481003,"Gundsømagle Kirke, Sognevej, 4040 Jyllinge, Denmark"
"Assens, Vor Frelsers Kirke",55.2706641,9.9007161,"Vor Frelsers Kirke, Nørregade, 5610 Assens, Denmark"
Rorup Kirke,55.4133159,10.026222,"Rørup Kirke, Gelstedvej, 5560 Aarup, Denmark"
Haurum Kirke,56.3009275,9.8666241,"Haurum Kirke, Kirkestien, 8450 Hammel, Denmark"
Helnæs Kirke,55.1416664,10.0212856,"Helnæs Kirke, Stævnevej, Helnæs Sommerland, Denmark"
"Helsingør, Vestervang Kirke",56.0333546,12.589535,"Vestervang Kirke, Gefionsvej, 3000 Helsingør, Denmark"
Hulsig Kirke,57.6574679,10.459592,"Hulsig Kirke, Hulsigvej, Frederikshavn Municipality, Denmark"
Holsteinborg Kirke,55.2147441,11.4641825,"Holsteinborg Kirke, Holsteinborgvej, 4243 Rude, Denmark"
Horne Kirke,55.106155,10.1741652,"Horne Kirke, Kirkevej, 5642 Millinge, Denmark"
Hover Kirke,56.1430044,8.4112338,"Hover Kirke, Hovervej, Ringkøbing-Skjern Municipality, Denmark"
Humlum Kirke,56.5278522,8.5653939,"Humlum Kirke, Vesterkærvej, 7600 Struer, Denmark"
Hvirring Kirke,55.8913116,9.655868,"Hvirring Kirke, Hvirringvej, 8762 Flemming, Denmark"
Hørdum Kirke,56.8440198,8.513012,"Hørdum Kirke, Thorsvej, 7752 Snedsted, Denmark"
Høsterkøb Kirke,55.8517641,12.4884391,"Høsterkøb Kirke, Gøngehusvej, 2840 Holte, Denmark"
Håstrup Kirke,55.1738787,10.1982844,"Håstrup Kirke, Bygaden, 5642 Millinge, Denmark"
Jebjerg Kirke,56.6706252,9.0144695,"Jebjerg Kirke, Østergade, Jebjerg, Denmark"
Jerslev Kirke,57.2836377,10.0903075,"Jerslev Kirke, Borgergade, 9740 Jerslev, Denmark"
Kirke Værløse Kirke,55.7838869,12.3208934,"Kirke Værløse Kirke, Kirkestræde, 2760 Måløv, Denmark"
Kirke Værløse Kirke,55.7838869,12.3208934,"Kirke Værløse Kirke, Kirkestræde, 2760 Måløv, Denmark"
Kirkerup Kirke,55.7217089,12.1591833,"Kirkerup Kirke, Roskilde, Region Zealand, Denmark"
Kettinge Kirke,54.6974347,11.737177,"Kettinge Kirke, Præstegårdsstræde, 4892 Kettinge, Denmark"
Kippinge Kirke,54.907111,11.7915684,"Kippinge Church, Kippingevej, Øster Kippinge, Denmark"
Kongsted Kirke,55.2472782,12.0397158,"Kongsted Kirke, Dyssevej, 4683 Rønnede, Denmark"
Kundby Kirke,55.712268,11.5182304,"Kundby Kirke, Kundbyvej, 4532 Gislinge, Denmark"
Kærum Kirke,55.2554013,9.9448932,"Kærum Kirke, Kærumvej, 5610 Assens, Denmark"
"København, Bellahøj Kirke",55.7054222,12.509638,"Bellahøj Kirke, Frederikssundsvej, 2400 København NV, Denmark"
"København, Emdrup Kirke",55.7213469,12.5285517,"Emdrup Kirke, Bispebjerg, Copenhagen, Denmark"
"København, Grøndals Kirke",NA,NA,NA
"København, Helligkors Kirke",NA,NA,NA
"København, Vigerslev Kirke",55.6587895,12.4893326,"Vigerslev Kirke, Lykkebovej, 2500 Valby, Denmark"
"København, Ålholm Kirke",NA,NA,NA
Kølstrup Kirke,55.425134,10.5830674,"Kølstrup Kirke, Kølstrup Bygade, 5350 Rynkeby, Denmark"
Langå Kirke,56.3948333,9.8919241,"Langå Kirke, Kildevænget, 8870 Langå, Denmark"
Laurbjerg Kirke,56.3558547,9.9176032,"Laurbjerg Kirke, Kirkevej, 8870 Langå, Denmark"
Lomborg Kirke,56.5004899,8.2576793,"Lomborg Kirke, Lomborgvej, Lomborg, Denmark"
Lundforlund Kirke,55.3417836,11.3181436,"Lundforlund Kirke, Skælskør Landevej, Slagelse Municipality, Denmark"
Lønstrup Kirke,57.4694835,9.7990839,"Lønstrup Kirke, Lønstrup Kirkevej, Lønstrup, Denmark"
Marslev Kirke,55.3936796,10.517014,"Marslev Kirke, Kirkevænget, 5290 Marslev, Denmark"
Marvede Kirke,55.2336148,11.5865324,"Marvede Kirke, Præstelundsvej, Naestved Municipality, Denmark"
Mylund Kirke,57.3143908,10.1651901,"Mylund Kirke, Mylundvej, Brønderslev Municipality, Denmark"
Nordby Kirke,55.951451,10.5465318,"Nordby Kirke, Møgelskårvejen, Samsø Municipality, Denmark"
Nødager Kirke,56.3450598,10.6334292,"Nødager Kirke, Sognevejen, 8560 Kolind, Denmark"
Nørbæk Kirke,56.5369622,9.8223743,"Nørbæk Kirke, Læstenvej, 8990 Fårup, Denmark"
"Nørre Borris, Sparkær Kirke",NA,NA,NA
Nørre Galten Kirke,56.3485685,10.0475173,"Nørre Galten Kirke, Erslevvej, 8370 Hadsten, Denmark"
Nørre Omme Kirke,56.1736031,8.5213964,"Nørre Omme Kirke, Sønderkjærsvej, 6971 Spjald, Denmark"
Oksenvad Kirke,55.3210042,9.2505892,"Oksenvad Kirke, Vadstedvej, 6560 Sommersted, Denmark"
Ollerup Kirke,55.0725814,10.4855769,"Ollerup Kirke, Svendborgvej, 5762 Vester, Denmark"
Sandholts Lyndelse Kirke,55.2061057,10.3009795,"Sandholts Lyndelse Kirke, Nørregade, 5672 Broby, Denmark"
Serritslev Kirke,57.3166064,9.9767318,"Serritslev Kirke, Syrenvej, 9760 Vrå, Denmark"
Sjelle Kirke,56.1832479,9.9313631,"Sjelle Kirke, Præstegårdsvej, 8464 Galten, Denmark"
Skamby kirke,55.5196729,10.2728374,"Skamby Kirke, Rostrupvej, 5485 Skamby, Denmark"
Skivholme Kirke,56.1941685,9.9635527,"Skivholme Kirke, Præstemarken, 8464 Galten, Denmark"
"Bramminge, Sct. Knuds Kirke",NA,NA,NA
Stenstrup Kirke,55.1315289,10.499143,"Stenstrup Kirke, Assensvej, 5771 Stenstrup, Denmark"
Strynø Kirke,54.9055051,10.6127308,"Strynø Kirke, Kirkestrædet, 5943 Strynø, Denmark"
Sæby Kirke,57.3331953,10.5287049,"Sankt Mariæ Kirke, Strandgade, 9300 Sæby, Denmark"
Vejstrup Kirke,55.1043557,10.7100501,"Vejstrup Kirke, Egemosevej, 5882 Vejstrup, Denmark"
Sønder Felding Kirke,55.9432556,8.7885738,"Sønder Felding Kirke, Skolegade, 7280 Sønder, Denmark"
Sønderby Kirke,55.2438655,9.9618652,"Sønderby Kirke, Kirkebakken, 5631 Ebberup, Denmark"
Torsted Kirke,56.2015965,8.4161774,"Torsted Kirke, Torstedvej, Ringkøbing-Skjern Municipality, Denmark"
Tyregod Kirke,NA,NA,NA
Tågerup Kirke,54.6792379,11.4516802,"Tågerup Kirke, Tågerupvej, 4960 Holeby, Denmark"
Sønder Vinge Kirke,56.4088376,9.7868176,"Sønder Vinge Kirke, Kirkebakken, 8860 Ulstrup, Denmark"
Vester Hassing Kirke,57.0648298,10.1292036,"Vester Hassing Kirke, Kirkevej, Vester Hassing, Denmark"
Grarup Kirke,55.2412748,9.5965857,"Grarup Kirke, Grarupvej, Haderslev Municipality, Denmark"
Vodskov Kirke,57.1120678,10.0263528,"Vodskov Kirke, Tingvej, 9310 Vodskov, Denmark"
Væggerløse Kirke,54.7116259,11.921984,"Væggerløse Kirke, Væggerløsevej, 4873 Væggerløse, Denmark"
Ølgod Kirke,55.8092558,8.6089749,"Ølgod Kirke, Vestergade, 6870 Ølgod, Denmark"
Aarhus Klosterkirke,NA,NA,NA
"Aarhus, Viby Kirke",56.1281836,10.1657567,"Viby Kirke, Bjørnbaksvej, 8260 Viby, Denmark"
Åsum Kirke,55.3995513,10.4645453,"Aasum kirke, Ryttervejen, 5240 Odense NØ, Denmark"
Faaborg Kirke,55.0965429,10.2457597,"Helligåndskirken, Klerkegade, 5600 Faaborg, Denmark"
"Esbjerg, Sct. Johannes Kirke",NA,NA,NA
"Esbjerg, Sct. Nikolaj Kirke",NA,NA,NA
Holbæk Baptistkirke,55.6130214,11.7759164,"Tølløse Baptistkirke, Pilevej, 4360 Kirke, Denmark"
"København, Jesu Hjerte Kirke",55.6731629,12.5574887,"Jesu Hjerte Kirke, Stenosgade, 1616 København V, Denmark"
"København, Unitarernes Kirke",NA,NA,NA
"Ordrup, Sct. Andreas Kirke",NA,NA,NA
"Roskilde, Sct. Laurentii Kirke",NA,NA,NA
Rønne Baptistkirke,NA,NA,NA
Glesborg Kirke,56.4769549,10.7284533,"Glesborg Kirke, Glesborg Bygade, Glesborg, Denmark"
Arninge Kirke,54.7906737,11.1719521,"Arninge Kirke, Arningevej, 4900 Nakskov, Denmark"
Assens Kirke,56.6798529,10.0625575,"Assens Kirke, Kønigsfeldtsvej, Assens, Denmark"
Bagsværd Kirke,55.7617678,12.4442479,"Bagsværd Church, Taxvej, 2880 Bagsværd, Denmark"
Bavelse Kirke,55.3377729,11.6435033,"Bavelse Kirke, Skovridervej, Naestved Municipality, Denmark"
Besser Kirke,55.8523402,10.6297478,"Besser Kirke, Besser Kirkevej, 8305 Samsø, Denmark"
Bevtoft Kirke,55.1994416,9.2042173,"Bevtoft Kirke, Krügersvej, 6541 Bevtoft, Denmark"
Birket Kirke,54.8904481,11.3318145,"Birket Kirke, Lyngmosevej, 4943 Torrig, Denmark"
Bjergsted Kirke,55.6660301,11.3534993,"Bjergsted Kirke, Kirkevej, Bjergsted, Denmark"
Bjolderup Kirke,54.9952471,9.252648,"Bjolderup Kirke, Bjolderupvej, 6392 Bolderslev, Denmark"
Borum Kirke,56.1871002,10.0100074,"Borum Kirke, Borum Byvej, 8471 Sabro, Denmark"
Brahetrolleborg Kirke,55.1534161,10.3509597,"Brahetrolleborg Kirke, Reventlowsvej, Faaborg-Midtfyn Municipality, Denmark"
Brarup Kirke,54.8822511,11.8069043,"Brarup Kirke, Frihedsmindevej, Guldborgsund Municipality, Denmark"
Bromme Kirke,55.4830473,11.5102707,"Søgård, Bromme Kirke, Maglesøvej, 4190 Munke, Denmark"
Brøndbyøster Kirke,55.6564342,12.4418685,"Brøndbyøster Kirke, Brøndbyøstervej, 2605 Brøndby, Denmark"
Brøns Kirke,55.1933733,8.726097,"Brøns Kirke, Digevej, Brøns, Denmark"
Dallerup Kirke,56.1697585,9.7864811,"Dallerup Kirke, Dallerup Kirkevej, 8641 Sorring, Denmark"
Dreslette Kirke,55.2258553,10.037008,"Dreslette Kirke, Kirkevej, 5631 Ebberup, Denmark"
Egen Kirke,54.9840775,9.869045,"Egen Kirke, Veesbækstien, Dyndved, Denmark"
Ejerslev Kirke,56.9220826,8.9072671,"Ejerslev Kirke, Utkærvej, Morsø Municipality, Denmark"
Errindlev Kirke,54.6682802,11.4961894,"Errindlev Kirke, Egelundvej, 4895 Errindlev, Denmark"
"Esbjerg, Kvaglund Kirke",55.4957057,8.4861609,"Kvaglund Kirke, Fyrrelunden, 6705 Esbjerg Ø, Denmark"
"Esbjerg, Sædden Kirke",55.4977114,8.4046043,"Sædden Kirke, Fyrvej, 6710 Esbjerg V, Denmark"
"Esbjerg, Vor Frelsers Kirke",55.4675552,8.4489422,"Vor Frelsers Kirke, Kirkegade, 6700 Esbjerg, Denmark"
Eskilstrup Kirke,54.857386,11.8815615,"Eskilstrup Church, Tårngade, 4863 Eskilstrup, Denmark"
Fejø Kirke,54.9319829,11.4137754,"Fejø Kirke, Kirkevej, 4944 Fejø, Denmark"
Ferring Kirke,56.5251674,8.1213549,"Ferring Kirke, Vesterhavsgade, Ferring, Denmark"
Fousing Kirke,56.4667252,8.5001494,"Fousing Kirke, Kirke Alle, Struer Municipality, Denmark"
Framlev Kirke,56.1574526,10.0120348,"Framlev Kirke, Kirkesti, 8462 Harlev, Denmark"
Fyrendal Kirke,55.2488444,11.5118313,"Fyrendal Kirke, Fyrendalvej, 4262 Sandved, Denmark"
Gadstrup Kirke,55.5683861,12.0959782,"Gadstrup Kirke, Dyssegårdsvej, 4621 Gadstrup, Denmark"
Ganløse Kirke,55.7911687,12.264338,"Ganløse Kirke, Kirkestien, 3660 Stenløse, Denmark"
Gedesby Kirke,54.6020999,11.9440212,"Gedesby Kirke, Bøtøgårdsvej, 4874 Gedser, Denmark"
Gerlev Kirke,55.820542,12.0139844,"Gerlev Kirke, Bygaden, Gerlev, Denmark"
Gimlinge Kirke,55.3244182,11.4392466,"Gimlinge Kirke, Kirkestræde, 4261 Dalmose, Denmark"
Glumsø Kirke,55.3545572,11.6872821,"Glumsø Kirke, Storegade, 4171 Glumsø, Denmark"
Godsted Kirke,54.7228541,11.6030405,"Godsted Kirke, Godstedvej, 4894 Øster, Denmark"
Gravlev Kirke,56.8459425,9.8191553,"Gravlev Kirke, Gravlevvej, 9530 Støvring, Denmark"
Greve Kirke,55.5956998,12.2485007,"Greve Kirke, Michael Gjøes Vej, 2690 Karlslunde, Denmark"
Græsted Kirke,56.0664766,12.2800172,"Græsted Kirke, Schiwesvej, 3230 Græsted, Denmark"
Gråsten Slotskirke,54.9259338,9.595131,"Gråsten Slotskirke, Graasten Slot, 6300 Gråsten, Denmark"
Gørslev Kirke,55.4276749,11.9827024,"Gørslev Kirke, Trekanten, Gørslev, Denmark"
Haderslev Domkirke,55.2497788,9.4874693,"Haderslev Domkirke, Domkirkepladsen, 6100 Haderslev, Denmark"
"Haderslev, Hertug Hans Hospitalskirke",55.2475131,9.4901073,"Hertug Hans Kirke, Sønderbro, 6100 Haderslev, Denmark"
"Haderslev, Sct. Severin Kirke",NA,NA,NA
Halk Kirke,55.2099343,9.6357577,"Halk Kirke, Halkvej, Haderslev Municipality, Denmark"
"Nyborg, Vor Frue Kirke",55.3115006,10.7930092,"Vor Frue Kirke, Korsbrødregade, 5800 Nyborg, Denmark"
Hejls Kirke,55.379074,9.5762941,"Hejls Kirke, Hejls Kirkevej, 6094 Hejls, Denmark"
"Hellerup, Sct. Lukas Stiftelsens Kirke",NA,NA,NA
Herslev Kirke,55.580712,9.595515,"Herslev Kirke, Herslevvej, Herslev, Denmark"
Hillested Kirke,54.7533526,11.4466406,"Hillested Kirke, Rødbyvej, Hillested, Denmark"
Holbøl Kirke,54.894908,9.4435553,"Holbøl Kirke, Præstevænget, 6340 Kruså, Denmark"
Holmstrup Kirke,55.6228368,11.396511,"Holmstrup Kirke, Holmstrup Byvej, 4450 Jyderup, Denmark"
Horsens Klosterkirke,NA,NA,NA
Hvidbjerg Kirke,56.6527159,8.5271318,"Hvidbjerg Kirke, Kirkegade, 7790 Thyholm, Denmark"
Hviding Kirke,55.2620568,8.6847043,"Hviding Kirke, Hviding Kirkevej, Esbjerg Municipality, Denmark"
Højer Kirke,54.9624468,8.6980008,"Højer Church, Kirkegårdsgade, 6280 Højer, Denmark"
Hørby Kirke,57.3459402,10.3501761,"Hørby Kirke, Kirkevej, Frederikshavn Municipality, Denmark"
Hørsholm Kirke,55.875371,12.5002444,"Hørsholm Kirke, Kirkealle, 2970 Hørsholm, Denmark"
Hørup Kirke,54.9267943,9.9019398,"Hørup Kirke, Mjangvej, 6440 Augustenborg, Denmark"
Hårby Kirke,55.2218115,10.1146561,"Haarby Kirke, Algade, 5683 Haarby, Denmark"
Idestrup kirke,54.7423711,11.9579903,"Idestrup Kirke, Møllevej, 4872 Idestrup, Denmark"
Ikast Kirke,56.1384,9.1550768,"Ikast Kirke, Rådhusstrædet, 7430 Ikast, Denmark"
Ingstrup Kirke,57.3122015,9.7244931,"Ingstrup Kirke, Gammel Ingstrupvej, Ingstrup, Denmark"
Jannerup Kirke,56.9432384,8.4877744,"Jannerup Kirke, Kanalvej, Thisted Municipality, Denmark"
Jelling Kirke,55.7567107,9.4197181,"Jelling Kirke, Gormsgade, 7300 Jelling, Denmark"
Jerne Kirke,55.4783322,8.4820372,"Jerne Kirke, Kirkebakken, 6705 Esbjerg Ø, Denmark"
Kalvehave Kirke,54.9978081,12.1441379,"Kalvehave Kirke, Kirkevejen, 4771 Kalvehave, Denmark"
Kastrup Kirke,55.6378848,12.6419458,"Kastrup Kirke, Gammel Skovvej, 2770 Kastrup, Denmark"
Kegnæs Kirke,54.8708293,9.8923602,"Kegnæs Kirke, Præstegårdsvej, Sønderborg Municipality, Denmark"
Kliplev Kirke,54.9388813,9.4007564,"Kliplev Kirke, Bjerndrupvej, Kliplev, Denmark"
Kvong Kirke,55.7598276,8.4322628,"Kvong Kirke, Kvong Kirkebakke, Kvong, Denmark"
"København, Blågårds Kirke",NA,NA,NA
"København, Frihavns Kirke",NA,NA,NA
"København, Helligkors Kirke",NA,NA,NA
"København, Sct. Lukas Kirke",NA,NA,NA
"København, Simon Peters Kirke",55.6471004,12.6242226,"Simon Peters Kirke, Kastrupvej, 2300 København S, Denmark"
"København, Sundby Kirke",55.660867,12.6052788,"Sundby Kirke, Frankrigsgade, 2300 København S, Denmark"
"København, Timotheus Kirke",55.6661894,12.5042431,"Timotheus Kirke, Christen Bergs Allé, 2500 Valby, Denmark"
"København, Tårnby Kirke",NA,NA,NA
"København, Vartov Kirke",55.6755478,12.5725872,"Vartov Valgmenighedskirke, Løngangstræde, 1468 København K, Denmark"
Køng Kirke,55.1074003,11.8355548,"Køng Kirke, Køng Kirkevej, 4750 Lundby, Denmark"
Lisbjerg Kirke,56.2213191,10.1685619,"Lisbjerg Kirke, Marie Belows Vej, 8200 Aarhus N, Denmark"
Longelse Kirke,54.9236174,10.8007506,"Longelse Kirke, Spodsbjergvej, Spodsbjerg, Denmark"
Lyderslev Kirke,55.273546,12.2940684,"Lyderslev Kirke, Lyderslev Bygade, Lyderslev, Denmark"
Lynderup Kirke,56.5667093,9.3186644,"Lynderup Kirke, Stavildvej, 8831 Løgstrup, Denmark"
Lysabild Kirke,54.9036385,10.0046126,"Lysabild Kirke, Nørregade, 6470 Sydals, Denmark"
Løgstør Kirke,56.9676336,9.2563805,"Løgstør Kirke, Blindebomsgade, 9670 Løgstør, Denmark"
Løjt Kirke,55.0911224,9.4629587,"Løjt Kirke, Løjt Storegade, Løjt Kirkeby, Denmark"
Melholt Kirke,57.1022764,10.3525121,"Melholt Kirke, Snørholtvej, Brønderslev Municipality, Denmark"
Mellerup Valgmenighedskirke,56.519154,10.2054079,"Mellerup Valgmenighedskirke, Almisbakken, Mellerup, Denmark"
Møborg Kirke,56.3901795,8.3513285,"Møborg Kirke, Bavnehøjvej, 7660 Bækmarksbro, Denmark"
Mørke Kirke,56.3315518,10.3748858,"Mørke Kirke, Gammel Mørkevej, 8544 Mørke, Denmark"
Nordborg Kirke,55.0599912,9.7393414,"Nordborg Kirke, Kirkegade, Nordborg, Denmark"
Norup Kirke,55.5439663,10.392371,"Norup Kirke, Egensevej, 5450 Otterup, Denmark"
Notmark Kirke,54.9797866,9.9310646,"Vor Frue Kirke, Kirkepladsen, 6440 Augustenborg, Denmark"
Nyord Kirke,55.0414091,12.194636,"Nyord Kirke, Søndergade, Vordingborg Municipality, Denmark"
Nørholm Kirke,57.0368716,9.7341059,"Nørholm Kirke, Nørholm Bygade, Nørholm, Denmark"
Nørre Jernløse Kirke,55.6648254,11.6236224,"Nørre Jernløse Kirke, Hovedgaden, 4420 Regstrup, Denmark"
Nørre Søby Kirke,55.287588,10.3751092,"Nørre Søby Kirke, Stadionvænget, Nørre Søby, Denmark"
Oksby Kirke,55.5555339,8.1388558,"Oksby Kirke, Tane Hedevej, 6857 Blåvand, Denmark"
Oksbøl Kirke,55.0378636,9.758278,"Oksbøl kirke, Oksbøl Søndergade, 6430 Nordborg, Denmark"
"Pedersker, Sct. Peders Kirke",NA,NA,NA
Pindstrup Kirke,56.3922048,10.418905,"Pindstrup Kirke, Skolevej, Pindstrup, Denmark"
Præstø Kirke,55.1233774,12.0481493,"Præstø Kirke, Adelgade, 4720 Præstø, Denmark"
Præstø Kirke,55.1233774,12.0481493,"Præstø Kirke, Adelgade, 4720 Præstø, Denmark"
"Randers, Sct. Clemens Kirke",NA,NA,NA
"Randers, Sct. Peders Kirke",NA,NA,NA
Ranum Kirke,56.8949298,9.2281607,"Ranum Kirke, Kirkevej, 9681 Ranum, Denmark"
Ravsted Kirke,55.0091924,9.1261079,"Ravsted Kirke, Ravsted Skolegade, Ravsted, Denmark"
Revninge Kirke,55.4162115,10.6612809,"Revninge Kirke, Revninge Bygade, 5300 Kerteminde, Denmark"
Rinkenæs Gamle Kirke,54.9053822,9.5450583,"Rinkenæs gamle Kirke, Gammel Kirkevej, 6300 Gråsten, Denmark"
Roager Kirke,55.2450542,8.8282262,"Roager Kirke, Roagervej, Roager, Denmark"
