constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals
1940;Vejlefjord Kirke ;Th. Frobenius & Co;;12;2;Pedal
1985;Alling Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1971;Alsted Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Rolf Graae [Dansk Orgelaarbog 1987-1989, s. 14].;6;1;Pedal
1976;Barløse Kirke ;Fyns Orgelbyggeri;;10;2;Pedal
1976;Bejstrup Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal)
1967;Bjerre Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1975;Bjerreby Kirke ;Fyns Orgelbyggeri;1975: Ebbe Lehn Petersen.;13;2;Pedal
1978;Vejle, Løget Kirke ;Carsten Lund;Carsten Lund;5;1;(Intet Pedal)
1974;Bregninge Kirke ;Th. Frobenius & Sønner;;14;2;Pedal
1973;Brejning Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1852;Christiansø Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
1976;Dronninglund Kirke ;Bruno Christensen & Sønner;;24;2;Pedal
2003;Nivå, Egedal Kirke ;Gunnar Fabricius Husted;> Johan Fogh & Per Følner.;11;2;Pedal
1970;Egvad Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1952;Engbjerg Kirke ;Th. Frobenius & Co;Fin Ditlevsen og Hother Paludan (ombygningen 1953) [Se noter].;5;1;(Intet Pedal)
1902;Enslev Kirke ;A.H. Busch & Sønner;;6;1;Pedal
1981;Fabjerg Kirke ;Marcussen & Søn;> Orgelbyggeriet [se noter].;7;1;Pedal
1929;Fredericia, Trinitatis Kirke ;Th. Frobenius & Co;Brøggers Tegnestue;44;3;Pedal
1943;Frederikshavn, Fladstrand Kirke ;Marcussen & Søn;;15;2;Pedal
1969;Gilleleje Kirke ;Th. Frobenius & Sønner;;11;2;Pedal
1985;Gjerlev Kirke ;Sven-Erik Erbs;;12;2;Pedal
1845 (?);Herlufsholm Kirke;P.U.F. Demant;;4;1;(Intet Pedal)
1965;Gundsømagle Kirke ;Th. Frobenius & Co;> Ahlman Dyrhagen [Se noter].;9;2;Pedal
1967;Assens, Vor Frelsers Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1964;Rorup Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1897;Haurum Kirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1980;Helnæs Kirke ;P. Bruhn & Søn;;6;1;Pedal
1981;Helsingør, Vestervang Kirke ;Carsten Lund;;19;3;Pedal
1991;Hulsig Kirke ;Carsten Lund;;9;2;Pedal
1900;Holsteinborg Kirke ;I. Starup;;7;1;Anhangspedal
1988;Horne Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1985;Hover Kirke ;Th. Frobenius & Sønner;Rolf Graae [Dansk Orgelaarbog 1987-1989, s. 17].;12;2;Pedal
1984;Humlum Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet [Se noter].;10;2;Pedal
1967;Hvirring Kirke ;Marcussen & Søn;> Hans Georg Skovgaard.;10;2;Pedal
1990;Hørdum Kirke ;Gunnar Fabricius Husted;;14;2;Pedal
1972;Høsterkøb Kirke ;Th. Frobenius & Sønner;;15;2;Pedal
1967;Håstrup Kirke ;Th. Frobenius & Sønner;;6;1;(Intet Pedal)
1967;Jebjerg Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1974;Jerslev Kirke ;Th. Frobenius & Sønner;;13;2;Pedal
1966;Kirke Værløse Kirke ;Th. Frobenius & Co;;15;2;Pedal
1966;Kirke Værløse Kirke ;Th. Frobenius & Co;;15;2;Pedal
1963;Kirkerup Kirke ;I. Starup & Søn;;6;2;Pedal
1860;Kettinge Kirke ;Jens Gregersen;;7;1;Anhangspedal
1880;Kippinge Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal)
1970;Kongsted Kirke ;I. Starup & Søn;;14;2;Pedal
1972;Kundby Kirke ;I. Starup & Søn;Albert E. Lang;10;2;Pedal
1972;Kærum Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1972;København, Bellahøj Kirke;I. Starup & Søn;;12;2;Pedal
1963;København, Emdrup Kirke;Th. Frobenius & Co;;17;2;Pedal
1962;København, Grøndals Kirke;Th. Frobenius & Co;;17;2;Pedal
1965;København, Helligkors Kirke;I. Starup & Søn;;37;3;Pedal
1967;København, Vigerslev Kirke;Th. Frobenius & Sønner;Holger Jensen.;18;2;Pedal
1966;København, Ålholm Kirke;Th. Frobenius & Sønner;;17;2;Pedal
1967;Kølstrup Kirke ;Marcussen & Søn;;7;1;Pedal
1970;Langå Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal
1989;Laurbjerg Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
2003;Lomborg Kirke ;Bruno Christensen & Sønner;Ib Lydholm [iflg. meddelelse fra orgelbyggeriet].;10;2;Pedal
1840 (?);Lundforlund Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
1952;Lønstrup Kirke ;I. Starup & Søn;;14;2;Pedal
1977;Marslev Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1984;Marvede Kirke ;I. Starup & Søn;;9;1;Pedal
1901 (?);Mylund Kirke ;Frederik Nielsen;;6;1;Anhangspedal
1943;Nordby Kirke ;Marcussen & Søn;> H. Lønborg-Jensen;8;1;Pedal
1870;Nødager Kirke ;J.A. Demant;;6;1;Anhangspedal
1973;Nørbæk Kirke ;Gunnar Fabricius Husted;;5;1;Pedal
1949;Nørre Borris, Sparkær Kirke ;A.C. Zachariasen & Søn;;6;1;Pedal
1899;Nørre Galten Kirke ;Frederik Nielsen;;6;1;(Intet Pedal)
1977;Nørre Omme Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1976;Oksenvad Kirke ;Marcussen & Søn;;7;1;Pedal
1978;Ollerup Kirke ;Marcussen & Søn;;15;2;Pedal
1977;Sandholts Lyndelse Kirke ;Fyns Orgelbyggeri;;6;1;Pedal
1868;Serritslev Kirke ;Knud Olsen;;5;1;(Intet Pedal)
2004;Sjelle Kirke ;Th. Frobenius & Sønner;Vilhelmsen, Marxen og Bech-Jensen [iflg. Aarhus Stiftstidende 28. oktober 2003].;14;2;Pedal
1972;Skamby kirke ;Marcussen & Søn;;9;2;Pedal
1978;Skivholme Kirke ;Gunnar Fabricius Husted;Arne Karlsen [Iflg. Karlsen 2002.].;7;1;Pedal
1952;Bramminge, Sct. Knuds Kirke ;Marcussen & Søn;Viggo Hardie-Fischer [Se noter].;5;1;Anhangspedal
1970;Stenstrup Kirke ;Marcussen & Søn;;7;1;Pedal
1966;Strynø Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal
1983;Sæby Kirke ;Bruno Christensen & Sønner;;27;2;Pedal
1972;Vejstrup Kirke ;P. Bruhn;;14;2;Pedal
1984;Sønder Felding Kirke ;Marcussen & Søn;;10;2;Pedal
1971;Sønderby Kirke ;P. Bruhn;;10;2;Pedal
1989;Torsted Kirke ;Bruno Christensen & Sønner;H.F.J. Estrup (1886).;10;2;Pedal
1972;Tyregod Kirke ;P. Bruhn;Rolf Graae [Rolf Graaes ariv].;11;2;Pedal
1985;Tågerup Kirke ;Marcussen & Søn;;12;2;Pedal
1981;Sønder Vinge Kirke ;Th. Frobenius & Sønner;;4;1;Anhangspedal
1981;Vester Hassing Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
1840 (?);Grarup Kirke ;Frederik Hoffmann Ramus;;5;1;(Intet Pedal)
1971;Vodskov Kirke ;Marcussen & Søn;;13;2;Pedal
1887;Væggerløse Kirke ;Frederik Hansen;;6;1;Anhangspedal
1987;Ølgod Kirke ;Marcussen & Søn;;14;2;Pedal
2003;Aarhus Klosterkirke ;Anders Havgaard Rasmussen;Per Kristensens Tegnestue;6;2;Anhangspedal
1966;Aarhus, Viby Kirke ;Marcussen & Søn;;13;2;Pedal
1963;Åsum Kirke ;Th. Frobenius & Co;;10;2;Pedal
1937;Faaborg Kirke;Marcussen & Søn;;13;2;Pedal
1958;Esbjerg, Sct. Johannes Kirke ;I. Starup & Søn;;4;1;(Intet Pedal)
1971;Esbjerg, Sct. Nikolaj Kirke ;Bruno Christensen;;6;1;Pedal
1968;Holbæk Baptistkirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1899;København, Jesu Hjerte Kirke;G. Stahlhuth;Friederich Wipfle [Se noter].;24;2;Pedal
1900;København, Unitarernes Kirke;I. Starup;;12;2;Pedal
1948;Ordrup, Sct. Andreas Kirke ;I. Starup & Søn;;13;2;Pedal
1931;Roskilde, Sct. Laurentii Kirke ;Th. Frobenius & Co;> Windfeld-Smith [oplyst 2018, se noter].;20;2;Pedal
1898;Rønne Baptistkirke;A.H. Busch & Sønner;;5;1;(Intet Pedal)
1881;Glesborg Kirke ;A.H. Busch & Sønner;;10;2;Pedal
1969;Arninge Kirke ;Th. Frobenius & Sønner;;6;1;(Intet Pedal)
1944;Assens Kirke ;Th. Frobenius & Co;Fin Ditlevsen;4;1;(Intet Pedal)
1979;Bagsværd Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Jørn Utzon [Orglet 1980,2 s. 38].;23;2;Pedal
1978;Bavelse Kirke ;Carsten Lund;;4;1;Anhangspedal
1884;Besser Kirke ;Knud Olsen;;7;1;Anhangspedal
2003;Bevtoft Kirke ;Marcussen & Søn;> Hans Lund [Iflg. Orglet 2004,1].;11;2;Pedal
1866;Birket Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal)
1989;Bjergsted Kirke ;Jensen & Thomsen;Rolf Graae;7;1;Pedal
1881;Bjolderup Kirke ;Marcussen & Søn;;10;1;Pedal
1979;Borum Kirke ;Bruno Christensen & Sønner;;7;1;Pedal
2004;Brahetrolleborg Kirke ;Carsten Lund;;23;2;Pedal
1976;Brarup Kirke ;Gunnar Fabricius Husted;;7;2;Pedal
1895 (?);Bromme Kirke ;Frederik Nielsen;;6;2;Pedal
1989;Brøndbyøster Kirke ;Carsten Lund;;20;2;Pedal
1938;Brøns Kirke ;Marcussen & Søn;;14;2;Pedal
1981;Dallerup Kirke ;Marcussen & Søn;;10;2;Pedal
1977;Dreslette Kirke ;Fyns Orgelbyggeri;;11;2;Pedal
1873;Egen Kirke ;Marcussen & Søn;;16;2;Pedal
1943;Ejerslev Kirke ;Th. Frobenius & Co;Fin Ditlevsen [Se noter];6;1;Pedal
1964;Errindlev Kirke ;Th. Frobenius & Co;;6;1;Pedal
1986;Esbjerg, Kvaglund Kirke ;P. Bruhn & Søn;;21;2;Pedal
1982;Esbjerg, Sædden Kirke ;P. Bruhn & Søn;Inger & Johannes Exner.;33;3;Pedal
1929;Esbjerg, Vor Frelsers Kirke;Marcussen & Søn;Erik Pedersen [Rosenqvist 1929].;34;3;Pedal
1981;Eskilstrup Kirke ;I. Starup & Søn;;11;2;Pedal
1884;Fejø Kirke ;Schuster & Hansen;;4;1;(Intet Pedal)
1946;Ferring Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1980;Fousing Kirke ;Fyns Orgelbyggeri;;7;1;Pedal
1980;Framlev Kirke ;Carsten Lund;;12;2;Pedal
1984;Fyrendal Kirke ;I. Starup & Søn;;9;1;Pedal
1946;Gadstrup Kirke ;Th. Frobenius & Co;> Mogens Koch.;8;1;Pedal
1980;Ganløse Kirke ;Frederiksborg Orgelbyggeri;> Jørn Blinkenberg Willadsen;14;2;Pedal
1938;Gedesby Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1970;Gerlev Kirke ;Carsten Lund;;10;2;Pedal
1966;Gimlinge Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;2;Pedal
1979;Glumsø Kirke ;Carsten Lund;;12;2;Pedal
1987;Godsted Kirke ;Jensen & Thomsen;;5;1;Anhangspedal
1981;Gravlev Kirke ;Gunnar Fabricius Husted;;5;1;Pedal
1983;Greve Kirke ;Troels Krohn;;15;2;Pedal
1976;Græsted Kirke ;Gunnar Fabricius Husted;;14;2;Pedal
1964;Gråsten Slotskirke ;Marcussen & Søn;;15;2;Pedal
1982;Gørslev Kirke ;Gunnar Fabricius Husted;;21;2;Pedal
1984;Haderslev Domkirke;Anders Havgaard Rasmussen;;5;2;Anhangspedal
1967;Haderslev, Hertug Hans Hospitalskirke ;Brdr. Bruhn;;12;2;Pedal
1970;Haderslev, Sct. Severin Kirke ;Marcussen & Søn;;17;2;Pedal
1981;Halk Kirke ;Marcussen & Søn;> Rolf Graae. [Se noter].;15;2;Pedal
1872 (?);Nyborg, Vor Frue Kirke;J.A. Demant;;5;1;(Intet Pedal)
1984;Hejls Kirke ;Marcussen & Søn;;10;2;Pedal
1933;Hellerup, Sct. Lukas Stiftelsens Kirke ;Th. Frobenius & Co;;18;2;Pedal
1979;Herslev Kirke ;Jensen & Thomsen;;11;2;Pedal
1986;Hillested Kirke ;Gunnar Fabricius Husted;;10;2;Pedal
1971;Holbøl Kirke ;Marcussen & Søn;;14;2;Pedal
1927 (?);Holmstrup Kirke ;Th. Frobenius & Co;;8;1;Pedal
1936;Horsens Klosterkirke ;Marcussen & Søn;> Otto Langballe med bistand af Erik Pedersen.;36;3;Pedal
1944;Hvidbjerg Kirke ;Th. Frobenius & Co;;5;1;Anhangspedal
1967;Hviding Kirke ;Marcussen & Søn;;12;1;Pedal
1955;Højer Kirke ;Marcussen & Søn;;14;2;Pedal
1991;Hørby Kirke ;Gunnar Fabricius Husted;;12;2;Pedal
1985;Hørsholm Kirke ;Jensen & Thomsen;;36;3;Pedal
1978;Hørup Kirke ;Marcussen & Søn;;10;2;Pedal
1976;Hårby Kirke ;Th. Frobenius & Sønner;;14;2;Pedal
1876;Idestrup kirke ;Peter Mortensen Gudme;;5;1;(Intet Pedal)
1968;Ikast Kirke ;Marcussen & Søn;;21;2;Pedal
1980;Ingstrup Kirke ;Gunnar Fabricius Husted;;14;2;Pedal
1988;Jannerup Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal
1961;Jelling Kirke ;Marcussen & Søn;> Karen og Ebbe Clemmensen [Karlsen 2002].;16;2;Pedal
1977;Jerne Kirke ;Th. Frobenius & Sønner;;21;2;Pedal
1950;Kalvehave Kirke ;Th. Frobenius & Co;;10;2;Pedal
1974;Kastrup Kirke ;Gunnar Fabricius Husted;;7;2;Pedal
1961;Kegnæs Kirke ;Brdr. Bruhn;;6;1;(Intet Pedal)
1882;Kliplev Kirke ;Marcussen & Søn;;14;2;Pedal
1973;Kvong Kirke ;Bruno Christensen;;6;1;Pedal
1927;København, Blågårds Kirke;Marcussen & Søn;;18;2;Pedal
1958;København, Frihavns Kirke;Marcussen & Søn;;20;2;Pedal
1834;København, Helligkors Kirke;Marcussen & Reuter;;8;1;Anhangspedal
1971;København, Sct. Lukas Kirke;I. Starup & Søn;;16;2;Pedal
1986;København, Simon Peters Kirke;Poul-Gerhard Andersen's Orgelbyggeri;> Rolf Schütze [se noter],;21;2;Pedal
1966;København, Sundby Kirke;Th. Frobenius & Co;;21;2;Pedal
1967;København, Timotheus Kirke;I. Starup & Søn;;20;2;Pedal
1975;København, Tårnby Kirke ;Th. Frobenius & Sønner;;20;2;Pedal
1971;København, Vartov Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;19;2;Pedal
1974;Køng Kirke ;Carsten Lund;;10;2;Pedal
1980;Lisbjerg Kirke ;Carsten Lund;;12;2;Pedal
1989;Longelse Kirke ;Bruno Christensen & Sønner;;12;2;Pedal
1971;Lyderslev Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1947;Lynderup Kirke ;Th. Frobenius & Co;;6;1;Pedal
1879;Lysabild Kirke ;Ph. Furtwängler & Söhne;;12;2;Pedal
1976;Løgstør Kirke ;Bruno Christensen & Sønner;;17;2;Pedal
1845;Løjt Kirke ;Marcussen & Reuter;;15;2;Pedal
1967;Melholt Kirke ;J.A. Zachariasen;;6;1;Pedal
1963;Mellerup Valgmenighedskirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1947;Møborg Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal
1875 (?);Mørke Kirke ;J.A. Demant;Vilhelmsen, Marxen og Bech-Jensen (pedalværk 2014).;7;1;Pedal
1969;Nordborg Kirke ;Marcussen & Søn;;18;2;Pedal
1856 (?);Norup Kirke ;P.U.F. Demant;;4;1;(Intet Pedal)
1972;Notmark Kirke ;Marcussen & Søn;;12;2;Pedal
1870;Nyord Kirke ;J.A. Demant;;4;1;(Intet Pedal)
1988;Nørholm Kirke ;Gunnar Fabricius Husted;;11;2;Pedal
1980;Nørre Jernløse Kirke ;Gunnar Fabricius Husted;;10;2;Pedal
1980;Nørre Søby Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen [Orglet 1981,1].;8;1;Pedal
1975;Oksby Kirke ;Gunnar Fabricius Husted;;7;1;Pedal
1988;Oksbøl Kirke ;Marcussen & Søn;;11;2;Pedal
1968;Pedersker, Sct. Peders Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1967;Pindstrup Kirke ;Carsten Lund;;10;2;Pedal
1910;Præstø Kirke;A.H. Busch & Sønner;;14;2;Pedal
1988;Præstø Kirke;Carsten Lund;;24;3;Pedal
1963;Randers, Sct. Clemens Kirke ;Th. Frobenius & Co;;23;2;Pedal
1961;Randers, Sct. Peders Kirke ;Frederiksborg Orgelbyggeri;;32;3;Pedal
1975;Ranum Kirke ;Frederiksborg Orgelbyggeri;;26;3;Pedal
1870;Ravsted Kirke ;Marcussen & Søn;;9;1;Pedal
1973;Revninge Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1979;Rinkenæs Gamle Kirke ;Bruno Christensen & Sønner;;5;1;Pedal
1878;Roager Kirke ;Marcussen & Søn;;6;1;Anhangspedal
1967;Rutsker, Ruts Kirke ;Frederiksborg Orgelbyggeri;Frederiksborg Orgelbyggeri.;12;2;Pedal
1979;Ryde Kirke ;Gunnar Fabricius Husted;Preben Thorsen.;6;1;Pedal
1969;Rødovre, Hendriksholm Kirke;Conrad Christiansen;Viggo Boesen [Rødovre Lokal Nyt 09-11-2011].;22;2;Pedal
1961;Rønne Kirke ;Th. Frobenius & Co;;51;4;Pedal
1974;Salling Kirke ;Jensen & Thomsen;;5;1;(Intet Pedal)
1973;Silkeborg Kirke ;Bruno Christensen;Harald Lønborg-Jensen (1943).;44;3;Pedal
1971;Skanderborg Slotskirke ;Poul-Gerhard Andersen's Orgelbyggeri;Jens Hiernøe;12;2;Pedal
1960;Skelby Kirke ;Wilhelm Hemmersam;;14;2;Pedal
1968;Aalborg, Sct. Markus Kirke;Jensen & Thomsen;;5;1;Anhangspedal
1984;Skive Kirke ;P. Bruhn & Søn;;43;3;Pedal
1965;Skive, Vor Frue Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;> Arkitekt: Poul-Gerhard Andersen. [Iflg. Nyholm 1987].;19;2;Pedal
1981;Skjoldbjerg Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1879;Skærbæk Kirke ;Ph. Furtwängler & Söhne;;15;2;Pedal
1976;Skævinge Kirke ;Carsten Lund;;14;2;Pedal
1988;Skørringe Kirke ;Gunnar Fabricius Husted;;7;1;Pedal
1974;Slagelse, Sct. Peders Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;20;2;Pedal
1855;Slangerup Kirke ;Jens Gregersen;;12;2;Anhangspedal
1857;Sneslev kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
1949;Soderup Kirke ;I. Starup & Søn;;9;1;Pedal
1882;Sommersted Kirke ;Marcussen & Søn;;10;1;Pedal
1966;Stege Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;25;3;Pedal
1891;Stensby Kirke ;A.H. Busch & Sønner;;6;1;Anhangspedal
1871;Stepping Kirke ;Marcussen & Søn;;13;1;Pedal
1942;Stigs Bjergby Kirke ;Th. Frobenius & Co;;6;1;Pedal
1843;Stoense Kirke ;P.U.F. Demant;;4;1;(Intet Pedal)
1965;Store Fuglede Kirke ;I. Starup & Søn;;10;2;Pedal
1985;Strøby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal
1958;Svendborg, Vor Frue Kirke ;Frederiksborg Orgelbyggeri;Andreas Jensen [jf. avisudklip].;28;3;Pedal
1969;Sværdborg Kirke ;Carsten Lund;;11;2;Pedal
1947;Sæddinge Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal
1990;Søften Kirke ;Jydsk Orgelbyggeri;;13;2;Pedal
1944;Sønder Kongerslev Kirke ;Th. Frobenius & Co;;5;1;Anhangspedal
1865;Tandslet Kirke ;Marcussen & Søn;;8;1;(Intet Pedal)
1980;Tejn Kirke ;Finn Krohn;;13;2;Pedal
1974;Tersløse Kirke ;Marcussen & Søn;;8;1;Pedal
1988;Tibirke Kirke ;Gunnar Fabricius Husted;;17;2;Pedal
1978;Tikøb Kirke ;Gunnar Fabricius Husted;Rolf Graae;21;3;Pedal
1969;Tinglev Kirke ;Marcussen & Søn;Hans Lund (ombygningen 2005);18;2;Pedal
1982;Tirsted Kirke ;Carsten Lund;;10;2;Pedal
1970;Tirstrup Kirke ;Carsten Lund;;8;2;Pedal
1867;Torkilstrup Kirke ;Knud Olsen;;5;1;(Intet Pedal)
1964;Torslunde Kirke ;Th. Frobenius & Co;;6;1;Pedal
1969;Tranekær Kirke ;I. Starup & Søn;;9;2;Pedal
1989;Tureby Kirke ;Gunnar Fabricius Husted;;9;2;Pedal
1902;Tøstrup Kirke ;Frederik Nielsen;;7;1;(Intet Pedal)
1861;Tårs Kirke ;Jens Gregersen;;6;1;(Intet Pedal)
1972;Ulfborg Kirke ;Bruno Christensen;;7;1;Pedal
1972;Utterslev Kirke ;Carsten Lund;;6;1;Pedal
1983;Vester Ulslev Kirke ;Carsten Lund;;6;1;Pedal
1981;Vetterslev kirke ;Frederiksborg Orgelbyggeri;;12;2;Pedal
1985;Viborg, Søndre Sogns Kirke ;Bruno Christensen & Sønner;;41;3;Pedal
1955;Vile Kirke ;Th. Frobenius & Co;;5;1;Pedal
2003;Virum Kirke ;Freiburger Orgelbau;> Lars Max Nielsen.;30;3;Pedal
1990;Vissing Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1988;Vrå Kirke ;Marcussen & Søn;;15;2;Pedal
1880 (?);Ønslev Kirke ;Peter Mortensen Gudme;;4;1;(Intet Pedal)
1828;Øsby Kirke ;Marcussen & Reuter;;21;2;Pedal
1982;Øster Starup Kirke ;Marcussen & Søn;;12;2;Pedal
1978;Øster Ulslev Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;Pedal
1956;Østerlars Kirke ;Marcussen & Søn;;13;2;Pedal
1967;Gjellerup Valgmenighedskirke ;Marcussen & Søn;;12;2;Pedal
1965;Åkirkeby, Å Kirke ;Marcussen & Søn;;15;2;Pedal
1971;Aalborg, Vor Frelsers Kirke ;Frederiksborg Orgelbyggeri;;28;3;Pedal
1970;Aarhus Domkirke;Bruno Christensen;;22;2;Pedal
1967;Hjorthede Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1974;Heldum Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
1971;Hjarup Kirke ;Marcussen & Søn;;7;1;Pedal
1972;Aarhus, Sct. Markus Kirke;Bruno Christensen;;4;1;(Intet Pedal)
1869;Søllested Kirke ;Marcussen & Søn;;6;1;(Intet Pedal)
1981;Gurre Kirke ;Finn Krohn;;20;2;Pedal
1966;Andst Kirke ;Th. Frobenius & Co;Rolf Graae.;7;1;Pedal
1843;Dalby Kirke ;Marcussen & Reuter;;8;1;Pedal
1993;Ellidshøj Kirke ;Marcussen & Søn;Arkitektfirma Dommergården, Terndrup.;11;2;Pedal
1886;Ensted Kirke ;Marcussen & Søn;;6;1;Pedal
1881;Fjelstrup Kirke ;Marcussen & Søn;;15;2;Pedal
1963;Føvling Kirke ;I. Starup & Søn;Vinther & Roldsgaard.;5;1;Pedal
1930;Helsingør, Sct. Vincent Kirke ;Th. Frobenius & Co;Johannes Tidemand-Dal.;14;2;Pedal
1610 (?);Hillerød, Frederiksborg Slotskirke;Esaias Compenius;;27;2;Pedal
1940;Horne Kirke ;Marcussen & Søn;;22;2;Pedal
1975;Hornum Frimenighedskirke ;P. Bruhn & Søn;;4;1;(Intet Pedal)
1870 (?);Jordløse Kirke ;J.A. Demant;;7;1;Pedal
1957;Kalundborg, Vor Frue Kirke ;Th. Frobenius & Co;Marinus Andersen.;20;2;Pedal
1829;København, Christiansborg Slotskirke;Marcussen & Reuter;C.F. Hansen. [Kjerulf & al. 2012, s. 69, note 7 og s. 93, note 21].;38;3;Pedal
1916;København, Sct. Stefans Kirke;A.C. Zachariasen;;16;2;Pedal
1978;København, Sct. Markus Kirke;Poul-Gerhard Andersen's Orgelbyggeri;(1928): J.V. Jepsen. [Iflg. Kr.Dgbl. 21.06.1928].;38;3;Pedal
1976;Næstved, Sct. Peders Kirke;Fyns Orgelbyggeri;;4;1;(Intet Pedal)
1879;Ore Kirke ;Knud Olsen;;7;1;(Intet Pedal)
1994;Randers, Sct. Mortens Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;52;3;Pedal
1963;Rødding Frimenighedskirke ;Marcussen & Søn;;9;2;Pedal
1989;Skjern Kirke ;Marcussen & Søn;Vilhelmsen & Kristensen.;27;3;Pedal
1998;Sneum Kirke ;Anders Havgaard Rasmussen;Orgelbyggeriet. [Iflg. meddelelse fra dette].;10;3;Pedal
1970;Struer Kirke ;Bruno Christensen;Poul Hansen & Ib Lydholm;30;3;Pedal
1996;Torsminde Kirke ;P.G. Andersen & Bruhn;;5;1;Pedal
1949;Træden Kirke ;Marcussen & Søn;;8;1;Pedal
1998;Tåning Kirke ;P.G. Andersen & Bruhn;Peder Gram. [Annonce Menighedsrådenes Blad 2002].;10;2;Pedal
1966;Vester Hæsinge Kirke ;Conrad Christiansen;E. Zeuthen Nielsen.;20;2;Pedal
1999;Ørslev Kirke ;Jensen & Thomsen;;16;2;Pedal
1878 (?);Haderslev, Sct. Marie Kirke ;Johan Färber;;5;1;Anhangspedal
1958;København, Davids Kirke;Bruno Christensen;;5;1;(Intet Pedal)
2004;Aarhus Domkirke ;Henk Klop;;4;1;(Intet Pedal)
1995;København, Garnisons Kirke;Carsten Lund;(1995) Wilhelm Wohlerts tegnestue i samarbejde med orgelbyggeriet. [Jfr. Westenholz 1991]. Se i øvrigt noter. ;45;3;Pedal
1864 (?);Almind Kirke ;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
2000;København, Holmens Kirke;Gerrit & Henk Klop;;6;1;(Intet Pedal)
1968;Auning Kirke ;I. Starup & Søn;Frk. Muussmann [se noter].;12;2;Pedal
1954;Hassing Kirke ;I. Starup & Søn;;6;1;Pedal
2002;Furreby Kirke ;Freiburger Orgelbau;;5;1;Pedal
1901;Viborg, Gråbrødre Klosterkirke ;Frederik Nielsen;;4;1;(Intet Pedal)
1974;Hostrup Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
2003;Lyngå Kirke ;Bruno Christensen & Sønner;Vilhelmsen, Marxen og Bech-Jensen [Orglet 2004,1].;15;2;Pedal
2003;Sanderum Kirke ;Th. Frobenius & Sønner;Ebbe Marxen (Vilhelmsen, Marxen og Bech-Jensen).;22;2;Pedal
1972;Øster Hjermitslev Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal)
1969;Sorterup Kirke ;Th. Frobenius & Sønner;Rolf Graae;17;2;Pedal
1965;Adsbøl Kirke ;Brdr. Bruhn;;7;1;Pedal
1964;Madum Kirke ;Marcussen & Søn;> Ebbe Lehn Petersen [se noter];7;1;Pedal
